Name,Field,State,Country,Year
Kaushik Basu,Literature & Education,West Bengal,USA,2008
Sri Lal Sukla,Literature & Education,Uttar Pradesh,India,2008
Amarnath Sehgal,Arts,Delhi,India,2008
Meghnad Desai,Public Affairs,,United Kingdom,2008
Yuli Mikhailovich Vorontsov,Public Affairs,Moscow,Russia,2008
P. Susheela,Arts,Andhra Pradesh,India,2008
Rahim Fahimuddin Dagar,Arts,Delhi,India,2008
Ravindra Kelekar,Literature & Education,Goa,India,2008
Shiv Nadar,Trade & Industry,Tamil Nadu,India,2008
Sukh Dev,Science & Engineering,Delhi,India,2008
Sunita Williams,Science & Engineering,,USA,2008
Suresh Kumar Neotia,Trade & Industry,Delhi,India,2008
Sushil Kumar Saxena,Arts,Delhi,India,2008
T. K. Oommen,Literature & Education,Haryana,India,2008
V. Ramachandran,Civil Service,Kerala,India,2008
Vasant Gowarikar,Science & Engineering,Maharashtra,India,2008
Vikram Pandit,Trade & Industry,,USA,2008
Name,Field',State,Country,
G. Sivarama Krishna Murthy,Arts,Andhra Pradesh,India,2009
R. C. Mehta,Arts,Gujarat,India,2009
Shamshad Begum,Arts,Maharashtra,India,2009
V. P. Dhananjayan,Arts,Tamil Nadu,India,2009
Shanta Dhananjayan,Arts,Tamil Nadu,India,2009
Dr. Vaidyanathan Ganapathi Sthapati,Art,Tamil Nadu,India,2009
S.K. Misra,Civil Service,Haryana,India,2009
Shekhar Gupta,Journalism,Delhi,India,2009
Alappat Sreedhara Menon,Literature & Education,Kerala,India,2009
C.K. Prahalad,Literature & Education,,United States,2009
D. Jayakanthan,Literature & Education,Tamil Nadu,India,2009
